id,rs,mvol,mp,bd,porosity,clay,org,ra,mp_th
TibetCK,0.37,0.17,1274,1.39,0.48,0.01,0.02,0.25,22005
TibetCK,0.45,0.22,679,1.39,0.48,0.01,0.02,0.27,22005
TibetCK,0.52,0.25,446,1.39,0.48,0.01,0.02,0.52,22005
TibetCK,0.53,0.25,416,1.39,0.48,0.01,0.02,0.19,22005
TibetCK,0.57,0.27,331,1.39,0.48,0.01,0.02,0.9,22005
TibetCK,0.55,0.26,379,1.39,0.48,0.01,0.02,0.93,22005
TibetCK,0.56,0.27,351,1.39,0.48,0.01,0.02,0.93,22005
TibetCK,0.49,0.23,531,1.39,0.48,0.01,0.02,1,22005
TibetW1,0.45,0.22,680,1.39,0.48,0.01,0.02,0.02,22005
TibetW1,0.14,0.07,17792,1.39,0.48,0.01,0.02,0.05,22005
TibetW1,0.15,0.07,16433,1.39,0.48,0.01,0.02,0.04,22005
TibetW1,0.19,0.09,8239,1.39,0.48,0.01,0.02,0.13,22005
TibetW1,0.19,0.09,8239,1.39,0.48,0.01,0.02,0.1,22005
TibetW1,0.23,0.11,4731,1.39,0.48,0.01,0.02,0.21,22005
TibetW1,0.23,0.11,4731,1.39,0.48,0.01,0.02,0.26,22005
TibetW1,0.17,0.08,11392,1.39,0.48,0.01,0.02,0.29,22005
TibetW1,0.19,0.09,8239,1.39,0.48,0.01,0.02,0.4,22005
TibetW1,0.27,0.13,2968,1.39,0.48,0.01,0.02,0.12,22005
TibetW1,0.27,0.13,2968,1.39,0.48,0.01,0.02,0.19,22005
TibetW1,0.32,0.15,1981,1.39,0.48,0.01,0.02,0.17,22005
TibetW1,0.32,0.15,1981,1.39,0.48,0.01,0.02,0.28,22005
TibetW1,0.32,0.15,1981,1.39,0.48,0.01,0.02,0.37,22005
TibetW1,0.34,0.16,1645,1.39,0.48,0.01,0.02,0.31,22005
TibetW1,0.35,0.16,1527,1.39,0.48,0.01,0.02,0.24,22005
TibetW1,0.38,0.18,1132,1.39,0.48,0.01,0.02,0.16,22005
TibetW1,0.35,0.17,1487,1.39,0.48,0.01,0.02,0.26,22005
TibetW1,0.46,0.22,668,1.39,0.48,0.01,0.02,0.22,22005
TibetW1,0.57,0.27,316,1.39,0.48,0.01,0.02,0.35,22005
TibetW1,0.59,0.28,286,1.39,0.48,0.01,0.02,0.45,22005
TibetW1,0.48,0.23,571,1.39,0.48,0.01,0.02,0.49,22005
TibetW1,0.43,0.21,781,1.39,0.48,0.01,0.02,0.78,22005
TibetW1,0.45,0.22,687,1.39,0.48,0.01,0.02,0.81,22005
TibetW1,0.47,0.22,609,1.39,0.48,0.01,0.02,0.87,22005
TibetW1,0.45,0.22,677,1.39,0.48,0.01,0.02,0.88,22005
TibetW1,0.41,0.2,915,1.39,0.48,0.01,0.02,0.74,22005
TibetW1,0.38,0.18,1152,1.39,0.48,0.01,0.02,0.64,22005
TibetW1,0.25,0.12,3681,1.39,0.48,0.01,0.02,0.82,22005
TibetW1,0.26,0.12,3387,1.39,0.48,0.01,0.02,0.81,22005
TibetW1,0.56,0.27,342,1.39,0.48,0.01,0.02,0.78,22005
TibetW1,0.57,0.27,327,1.39,0.48,0.01,0.02,1,22005
TibetW2,0.14,0.07,20132,1.39,0.48,0.01,0.02,0.07,22005
TibetW2,0.14,0.07,17420,1.39,0.48,0.01,0.02,0.04,22005
TibetW2,0.19,0.09,7871,1.39,0.48,0.01,0.02,0.1,22005
TibetW2,0.21,0.1,6599,1.39,0.48,0.01,0.02,0.07,22005
TibetW2,0.22,0.11,5357,1.39,0.48,0.01,0.02,0.15,22005
TibetW2,0.22,0.11,5225,1.39,0.48,0.01,0.02,0.37,22005
TibetW2,0.18,0.08,10164,1.39,0.48,0.01,0.02,0.31,22005
TibetW2,0.19,0.09,8650,1.39,0.48,0.01,0.02,0.17,22005
TibetW2,0.24,0.11,4303,1.39,0.48,0.01,0.02,0.23,22005
TibetW2,0.26,0.12,3379,1.39,0.48,0.01,0.02,0.17,22005
TibetW2,0.29,0.14,2570,1.39,0.48,0.01,0.02,0.2,22005
TibetW2,0.29,0.14,2480,1.39,0.48,0.01,0.02,0.24,22005
TibetW2,0.3,0.14,2199,1.39,0.48,0.01,0.02,0.35,22005
TibetW2,0.29,0.14,2603,1.39,0.48,0.01,0.02,0.4,22005
TibetW2,0.25,0.12,3857,1.39,0.48,0.01,0.02,0.4,22005
TibetW2,0.32,0.15,1891,1.39,0.48,0.01,0.02,0.67,22005
TibetW2,0.32,0.15,1910,1.39,0.48,0.01,0.02,0.88,22005
TibetW2,0.33,0.15,1812,1.39,0.48,0.01,0.02,0.9,22005
TibetW2,0.34,0.16,1625,1.39,0.48,0.01,0.02,0.94,22005
TibetW2,0.35,0.17,1420,1.39,0.48,0.01,0.02,0.18,22005
TibetW2,0.38,0.18,1118,1.39,0.48,0.01,0.02,0.25,22005
TibetW2,0.43,0.21,784,1.39,0.48,0.01,0.02,0.33,22005
TibetW2,0.43,0.2,803,1.39,0.48,0.01,0.02,0.39,22005
TibetW2,0.44,0.21,744,1.39,0.48,0.01,0.02,0.48,22005
TibetW2,0.42,0.2,864,1.39,0.48,0.01,0.02,0.57,22005
TibetW2,0.43,0.2,831,1.39,0.48,0.01,0.02,0.63,22005
TibetW2,0.42,0.2,840,1.39,0.48,0.01,0.02,0.24,22005
TibetW2,0.47,0.22,622,1.39,0.48,0.01,0.02,0.32,22005
TibetW2,0.52,0.25,444,1.39,0.48,0.01,0.02,0.49,22005
TibetW2,0.55,0.26,359,1.39,0.48,0.01,0.02,0.53,22005
TibetW2,0.61,0.29,259,1.39,0.48,0.01,0.02,0.69,22005
TibetW2,0.52,0.25,437,1.39,0.48,0.01,0.02,0.85,22005
TibetW2,0.52,0.25,436,1.39,0.48,0.01,0.02,0.88,22005
TibetW2,0.53,0.25,407,1.39,0.48,0.01,0.02,1,22005
OakOA,0.18,0.07,23088,1.64,0.38,0.1,0.01,0.07,27709
OakOA,0.18,0.07,23088,1.64,0.38,0.1,0.01,0.08,27709
OakOA,0.18,0.07,23088,1.64,0.38,0.1,0.01,0.1,27709
OakOA,0.18,0.07,24409,1.64,0.38,0.1,0.01,0.19,27709
OakOA,0.21,0.08,14252,1.64,0.38,0.1,0.01,0.17,27709
OakOA,0.2,0.08,15761,1.64,0.38,0.1,0.01,0.24,27709
OakOA,0.3,0.11,4512,1.64,0.38,0.1,0.01,0.29,27709
OakOA,0.3,0.11,4441,1.64,0.38,0.1,0.01,0.57,27709
OakOA,0.33,0.13,3007,1.64,0.38,0.1,0.01,0.61,27709
OakOA,0.34,0.13,2964,1.64,0.38,0.1,0.01,0.72,27709
OakOA,0.36,0.14,2439,1.64,0.38,0.1,0.01,0.75,27709
OakOA,0.36,0.14,2406,1.64,0.38,0.1,0.01,0.52,27709
OakOA,0.43,0.17,1265,1.64,0.38,0.1,0.01,0.97,27709
OakOA,0.52,0.2,686,1.64,0.38,0.1,0.01,1,27709
OakOA,0.52,0.2,679,1.64,0.38,0.1,0.01,0.52,27709
OakOA,0.72,0.27,201,1.64,0.38,0.1,0.01,0.49,27709
OakOA,0.72,0.27,203,1.64,0.38,0.1,0.01,0.35,27709
OakOA,0.76,0.29,158,1.64,0.38,0.1,0.01,0.35,27709
OakOA,0.77,0.29,155,1.64,0.38,0.1,0.01,0.44,27709
OakOA,0.86,0.33,88,1.64,0.38,0.1,0.01,0.46,27709
OakOA,0.86,0.33,87,1.64,0.38,0.1,0.01,0.79,27709
OakOA,0.87,0.33,85,1.64,0.38,0.1,0.01,0.56,27709
OakOA,0.95,0.36,50,1.64,0.38,0.1,0.01,0.49,27709
OakOA,0.96,0.37,46,1.64,0.38,0.1,0.01,0.51,27709
OakUT,0.18,0.07,23088,1.64,0.38,0.1,0.01,0.07,27709
OakUT,0.17,0.07,26709,1.64,0.38,0.1,0.01,0.09,27709
OakUT,0.18,0.07,23088,1.64,0.38,0.1,0.01,0.12,27709
OakUT,0.17,0.07,26072,1.64,0.38,0.1,0.01,0.15,27709
OakUT,0.18,0.07,23914,1.64,0.38,0.1,0.01,0.15,27709
OakUT,0.2,0.08,14820,1.64,0.38,0.1,0.01,0.25,27709
OakUT,0.23,0.09,10030,1.64,0.38,0.1,0.01,0.27,27709
OakUT,0.21,0.08,14222,1.64,0.38,0.1,0.01,0.26,27709
OakUT,0.3,0.11,4464,1.64,0.38,0.1,0.01,0.22,27709
OakUT,0.3,0.11,4375,1.64,0.38,0.1,0.01,0.43,27709
OakUT,0.33,0.13,3069,1.64,0.38,0.1,0.01,0.49,27709
OakUT,0.34,0.13,2847,1.64,0.38,0.1,0.01,0.53,27709
OakUT,0.34,0.13,2853,1.64,0.38,0.1,0.01,0.55,27709
OakUT,0.36,0.14,2312,1.64,0.38,0.1,0.01,0.59,27709
OakUT,0.36,0.14,2283,1.64,0.38,0.1,0.01,0.62,27709
OakUT,0.36,0.14,2356,1.64,0.38,0.1,0.01,0.36,27709
OakUT,0.44,0.17,1221,1.64,0.38,0.1,0.01,0.39,27709
OakUT,0.44,0.17,1223,1.64,0.38,0.1,0.01,0.96,27709
OakUT,0.52,0.2,680,1.64,0.38,0.1,0.01,1,27709
OakUT,0.52,0.2,689,1.64,0.38,0.1,0.01,0.4,27709
OakUT,0.71,0.27,209,1.64,0.38,0.1,0.01,0.44,27709
OakUT,0.72,0.27,202,1.64,0.38,0.1,0.01,0.7,27709
OakUT,0.77,0.29,156,1.64,0.38,0.1,0.01,0.76,27709
OakUT,0.76,0.29,159,1.64,0.38,0.1,0.01,0.6,27709
OakUT,0.86,0.33,90,1.64,0.38,0.1,0.01,0.66,27709
OakUT,0.87,0.33,87,1.64,0.38,0.1,0.01,0.71,27709
OakUT,0.87,0.33,82,1.64,0.38,0.1,0.01,0.48,27709
OakUT,0.95,0.36,50,1.64,0.38,0.1,0.01,0.47,27709
OakUT,0.96,0.37,45,1.64,0.38,0.1,0.01,0.45,27709
Teak,0.74,0.35,69,1.4,0.47,0.34,0.02,0.54,15800
Teak,0.31,0.15,1690,1.4,0.47,0.34,0.02,0.6,15800
Teak,0.29,0.13,2107,1.4,0.47,0.34,0.02,0.65,15800
Teak,0.26,0.12,2709,1.4,0.47,0.34,0.02,0.69,15800
Teak,0.28,0.13,2199,1.4,0.47,0.34,0.02,0.68,15800
Teak,0.3,0.14,1739,1.4,0.47,0.34,0.02,0.62,15800
Teak,0.33,0.16,1346,1.4,0.47,0.34,0.02,0.63,15800
Teak,0.34,0.16,1199,1.4,0.47,0.34,0.02,0.66,15800
Teak,0.38,0.18,904,1.4,0.47,0.34,0.02,0.53,15800
Teak,0.34,0.16,1296,1.4,0.47,0.34,0.02,0.55,15800
Teak,0.36,0.17,1083,1.4,0.47,0.34,0.02,0.79,15800
Teak,0.47,0.22,443,1.4,0.47,0.34,0.02,0.85,15800
Teak,0.47,0.22,447,1.4,0.47,0.34,0.02,0.91,15800
Teak,0.48,0.23,413,1.4,0.47,0.34,0.02,0.91,15800
Teak,0.51,0.24,337,1.4,0.47,0.34,0.02,0.96,15800
Teak,0.5,0.24,356,1.4,0.47,0.34,0.02,0.89,15800
Teak,0.54,0.25,275,1.4,0.47,0.34,0.02,1,15800
Teak,0.53,0.25,295,1.4,0.47,0.34,0.02,0.88,15800
Teak,0.56,0.26,242,1.4,0.47,0.34,0.02,0.76,15800
Teak,0.56,0.26,246,1.4,0.47,0.34,0.02,0.89,15800
Teak,0.58,0.27,207,1.4,0.47,0.34,0.02,0.83,15800
Teak,0.63,0.3,152,1.4,0.47,0.34,0.02,0.71,15800
Teak,0.64,0.3,142,1.4,0.47,0.34,0.02,0.75,15800
Teak,0.68,0.32,111,1.4,0.47,0.34,0.02,0.82,15800
Teak,0.67,0.32,114,1.4,0.47,0.34,0.02,0.85,15800
Teak,0.69,0.32,102,1.4,0.47,0.34,0.02,0.92,15800
Teak,0.69,0.33,101,1.4,0.47,0.34,0.02,0.94,15800
Teak,0.71,0.34,86,1.4,0.47,0.34,0.02,0.84,15800
Teak,0.72,0.34,84,1.4,0.47,0.34,0.02,0.77,15800
Teak,0.71,0.34,86,1.4,0.47,0.34,0.02,0.72,15800
Teak,0.7,0.33,91,1.4,0.47,0.34,0.02,0.8,15800
Teak,0.79,0.37,46,1.4,0.47,0.34,0.02,0.67,15800
Teak,0.78,0.37,53,1.4,0.47,0.34,0.02,0.67,15800
Teak,0.79,0.37,48,1.4,0.47,0.34,0.02,0.61,15800
Teak,0.8,0.38,42,1.4,0.47,0.34,0.02,0.71,15800
Teak,0.82,0.39,35,1.4,0.47,0.34,0.02,0.6,15800
Teak,0.85,0.4,25,1.4,0.47,0.34,0.02,0.62,15800
Teak,0.86,0.4,24,1.4,0.47,0.34,0.02,0.66,15800
Teak,0.86,0.41,23,1.4,0.47,0.34,0.02,0.71,15800
Teak,0.88,0.42,17,1.4,0.47,0.34,0.02,0.56,15800
mix,0.81,0.41,17,1.29,0.51,0.36,0.02,0.54,15800
mix,0.27,0.14,1947,1.29,0.51,0.36,0.02,0.64,15800
mix,0.26,0.13,2247,1.29,0.51,0.36,0.02,0.62,15800
mix,0.29,0.15,1516,1.29,0.51,0.36,0.02,0.69,15800
mix,0.3,0.15,1473,1.29,0.51,0.36,0.02,0.72,15800
mix,0.28,0.15,1684,1.29,0.51,0.36,0.02,0.73,15800
mix,0.31,0.16,1293,1.29,0.51,0.36,0.02,0.66,15800
mix,0.32,0.17,1115,1.29,0.51,0.36,0.02,0.73,15800
mix,0.35,0.18,869,1.29,0.51,0.36,0.02,0.66,15800
mix,0.36,0.18,832,1.29,0.51,0.36,0.02,0.67,15800
mix,0.37,0.19,744,1.29,0.51,0.36,0.02,0.83,15800
mix,0.52,0.27,236,1.29,0.51,0.36,0.02,0.83,15800
mix,0.55,0.28,188,1.29,0.51,0.36,0.02,0.91,15800
mix,0.55,0.28,187,1.29,0.51,0.36,0.02,0.75,15800
mix,0.55,0.28,186,1.29,0.51,0.36,0.02,1,15800
mix,0.55,0.28,180,1.29,0.51,0.36,0.02,0.78,15800
mix,0.59,0.3,143,1.29,0.51,0.36,0.02,0.85,15800
mix,0.6,0.31,135,1.29,0.51,0.36,0.02,0.87,15800
mix,0.64,0.33,97,1.29,0.51,0.36,0.02,0.69,15800
mix,0.6,0.31,129,1.29,0.51,0.36,0.02,0.81,15800
mix,0.61,0.31,125,1.29,0.51,0.36,0.02,0.83,15800
mix,0.71,0.37,53,1.29,0.51,0.36,0.02,0.82,15800
mix,0.73,0.37,46,1.29,0.51,0.36,0.02,0.66,15800
mix,0.74,0.38,40,1.29,0.51,0.36,0.02,0.82,15800
mix,0.77,0.4,28,1.29,0.51,0.36,0.02,0.51,15800
open,0.17,0.07,19520,1.56,0.41,0.1,0.01,0.03,20520
open,0.17,0.07,19520,1.56,0.41,0.1,0.01,0.05,20520
open,0.19,0.08,12677,1.56,0.41,0.1,0.01,0.09,20520
open,0.28,0.11,4063,1.56,0.41,0.1,0.01,0.12,20520
open,0.3,0.13,2935,1.56,0.41,0.1,0.01,0.15,20520
open,0.3,0.12,3211,1.56,0.41,0.1,0.01,0.24,20520
open,0.49,0.2,574,1.56,0.41,0.1,0.01,0.41,20520
open,0.6,0.25,286,1.56,0.41,0.1,0.01,0.78,20520
open,0.77,0.32,92,1.56,0.41,0.1,0.01,0.86,20520
open,0.94,0.39,23,1.56,0.41,0.1,0.01,1,20520
open,0.97,0.4,15,1.56,0.41,0.1,0.01,0.62,20520
under,0.16,0.07,19520,1.5,0.43,0.17,0.01,0.08,20520
under,0.16,0.07,19520,1.5,0.43,0.17,0.01,0.1,20520
under,0.16,0.07,19520,1.5,0.43,0.17,0.01,0.11,20520
under,0.18,0.08,12677,1.5,0.43,0.17,0.01,0.18,20520
under,0.18,0.08,12677,1.5,0.43,0.17,0.01,0.29,20520
under,0.24,0.1,5644,1.5,0.43,0.17,0.01,0.45,20520
under,0.33,0.14,1835,1.5,0.43,0.17,0.01,0.58,20520
under,0.44,0.19,702,1.5,0.43,0.17,0.01,0.79,20520
under,0.76,0.33,76,1.5,0.43,0.17,0.01,0.79,20520
under,0.92,0.4,14,1.5,0.43,0.17,0.01,0.79,20520
under,0.95,0.41,9,1.5,0.43,0.17,0.01,0.86,20520
under,0.92,0.4,15,1.5,0.43,0.17,0.01,1,20520
